#,اسم الفعالية,الجهة المسؤولة,وصف الفعالية,تاريخ البداية,تاريخ النهاية,عدد الأيام,التصنيف,النوع,المدينة,الفئة الفرعية,حالة الإضافة,التمويل,التواصل,فترة الإقامة,حالة التضمين,سبب الاستبعاد
,اليوم العالمي للاعتماد,المركز السعودي للاعتماد,"فعالية تقام سنوياً وتوافق اليوم العالمي للاعتماد والذي يصادف الـ 9 يونيو من كل عام، حيث تعقد في أروقة المركز أو بمكان خارجي على أن يتم التنسيق مع مجموعة من المنظمات الدولية ذات العلاقة (IAF-ILAC) لضمان التناسق في الشعار السنوي للفعالية ويدعي فيه مختصين بالمجال على نطاق محدود جداً.","Tuesday, June 9, 2026","Tuesday, June 9, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,لن تضمن,غير مضمنة
,معرض إنترنت الأشياء,جمعية انترنت الأشياء السعودية,"يستعرض أحدث حلول الجيل القادم من إنترنت الأشياء المدمجة مع الذكاء الاصطناعي مسلطاً الضوء على تأثيرها عبر قطاعات حيوية تشمل الرعاية الصحية والمدن الذكية والخدمات اللوجستية والتصنيع والخدمات المصرفية وغيرها، ويعد الحدث منصة ديناميكية للتعاون وتبادل المعرفة والنمو يجمع قادة التكنولوجيا العالميين وصناع السياسات والمبتكرين والشركات التقنية الدولية بهدف تشكيل أنظمة بيئية رقمية أكثر ذكاءً.","Tuesday, June 9, 2026","Thursday, June 11, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,ورشة عمل: التسوية الوقائية على ضوء نظام الإفلاس,"لجنة الإفلاس ""إيسار""","ورشة عمل لطالبات كلية القانون، حيث تهدف إلى رفع الوعي بإجراءات النظام لدى المستهدفين.","Sunday, June 14, 2026","Sunday, June 14, 2026",,Tier 3,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,معرض FSB للرياضة والبنية التحتية الرياضية,قطاع خاص- (DMG),يجمع المعرض أكثر من 200 عارض محلي ودولي جنباً إلى جنب مع المهندسين المعماريين والمطورين والمستثمرين وصناع القرار الذين يشكلون الجيل القادم من الوجهات الترفيهية والملاعب في المملكة يسهم الحدث في تلبية الطلب المتزايد على تطوير البنية التحتية الرياضية إلى جانب التوسع الجاري في إنشاء الملاعب والمرافق الترفيهية والمناطق الترفيهية. ,"Monday, June 15, 2026","Wednesday, June 17, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,Saudi Food Show,الهيئة السعودية للمدن الصناعية ومناطق التقنية,"يجمع المعرض قادة الصناعة والمبتكرين والمستثمرين من جميع أنحاء العالم لتشكيل ملامح قطاع الأغذية والمشروبات ويستضيف نخبة من 1300 عارض دولي رائد، حيث يقدم تشكيلة عالمية تضم أكثر من 100,000 منتج غذائي مما يتيح للزوار اكتشاف أحدث الابتكارات والاتجاهات وبناء شراكات استراتيجية.","Monday, June 15, 2026","Wednesday, June 17, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,المعرض الدولي للمعدات والأدوات,قطاع خاص (Eisenwarenmesse),يجمع المعرض أكثر من 200 علامة تجارية عارضة من أكثر من 25 دولة ويربط بين أكثر من 9000 متخصص من قطاعات البناء والهندسة والتصنيع والتجزئة موفراً منصة شاملة لاستكشاف المعدات والأدوات والتجهيزات عالية الجودة وباعتباره نقطة التقاء رئيسية للموردين العالميين وصناع القرار الإقليميين.,"Monday, June 15, 2026","Wednesday, June 17, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,معرض الغذاء السعودي,قطاع خاص (DMG),"يعد معرض الغذاء السعودي منصة مهمة لمنظومة الأغذية والمشروبات سريعة النمو في المملكة، حيث يساعد الشركات على بناء الشراكات واكتشاف موردين وتجار جملة جدد وفتح آفاق النمو داخل صناعة الغذاء المزدهرة في السعودية والتي تبلغ قيمتها 54 مليار دولار مدعومة بالمشاريع العملاقة في قطاعات السياحة والترفيه والضيافة. ","Sunday, June 21, 2026","Wednesday, June 24, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,قمة ومعرض الموارد البشرية,قطاع خاص (Informa),"يعتبر هذا الحدث الرائد لمتخصصي الموارد البشرية في المملكة، حيث يجمع أكثر من 4000 متخصص وخبير في الموارد البشرية من مختلف أنحاء المملكة لاستكشاف أحدث التوجهات والتحديات والابتكارات التي تشكل مستقبل سوق العمل.","Tuesday, June 23, 2026","Wednesday, June 24, 2026",,Tier 1,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,معرض الشرق الأوسط للدواجن,وزارة البيئة والمياه والزراعة,"معرض يركز على صناعة الدواجن في الشرق الأوسط من خلال عرض تقنيات الإنتاج والأعلاف والصحة الحيوانية، يهدف إلى تعزيز التواصل بين المنتجين والموردين في هذا القطاع.","Sunday, June 28, 2026","Tuesday, June 30, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,Global Accessibility and Inclusion Forum 2026,قطاع خاص - شركة Great Minds لتنظيم المؤتمرات والفعاليات,فعالية سنوية تجمع القطاع الحكومي والخاص والأوساط الأكاديمية والمجتمع المدني والأشخاص ذوي الإعاقة للمضي قدماً في تطوير السياسات الوطنية وتعزيز الابتكار وترسيخ ثقافة الوصول الشامل بما يضع معايير جديدة للمملكة والعالم.,"Monday, June 29, 2026","Tuesday, June 30, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,المؤتمر الدولي  للتدريب القضائي, وزارة العدل,يستقطب المؤتمر المتخصصين والمهتمين من جميع أنحاء العالم للحديث حول أبرز الممارسات في مجال التميز في التدريب القضائي والقانوني.,"Wednesday, July 1, 2026","Thursday, July 2, 2026",,Tier 1,أعمال,الرياض,,أساس,لم تلغى,متواصلة,الربع الثالث 2026م,تضمن,
,مؤتمر التنمية الإدارية ,معهد الإدارة العامة,حدث رائد يعنى بالتطوير المهني والتدريب المبتكر وتعزيز الشراكات المحلية والدولية على مستوى الأفراد والجهات.,"Wednesday, July 1, 2026","Thursday, July 2, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,الربع الثالث 2026م,تضمن,
,أسبوع الابتكار في الطاقة,"هيئة تنمية البحث والتطوير والابتكار
", هي فعالية متخصصة تهدف إلى تعزيز منظومة البحث والتطوير والابتكار في قطاع الطاقة من خلال ربط الأفكار البحثية والتقنيات الناشئة بالفرص التطبيقية والتجارية ودعم الإنتقال المنهجي من مرحلة الاستكشاف إلى مرحلة التطوير وصولاً إلى مرحلة التفعيل التجاري.,"Wednesday, July 1, 2026","Friday, July 3, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,الربع الثالث 2026م,تضمن,
